DocumentRatingSource,FlownYear,FlownMonth,AgentCode,AgentName,POS,POSCountryName,OriginCode,DestinationCode,CargoType,ProductCode,SpecialHandlingCodeList,CommodityCode,ChargeableWeight,Pieces,Revenue
YYYY,2017,SEPTEMBER,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,3834,12,920.16
YYYY,2017,SEPTEMBER,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,555,4,179.45
YYYY,2017,SEPTEMBER,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1149,3,371.51
AAAA,2017,SEPTEMBER,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,12255,117,3431.401
AAAA,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,3735,35,1045.8
AAAA,2017,SEPTEMBER,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,5880,52,1646.4
AAAA,2017,SEPTEMBER,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,10581,44,2962.68
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1944,4,609.12
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,ENS,B2303,2070,2,648.6
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,2775,13,869.5
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,3396,23,894.28
AAAA,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,9513,90,2822.19
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1545,9,406.85
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,2280,12,600.4
AAAA,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,8574,66,2543.62
AAAA,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,16842,114,4996.46
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,2577,12,807.46
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,11010,38,3266.3
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1035,3,324.3
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1098,6,344.04
AAAA,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,5370,51,1593.1
AAAA,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,3111,18,922.93
AACC,2017,OCTOBER  ,VBUIBWS,VBUIBR1CEZ0CDNS0OZKZLZZT4OUC3GWJRKMSBKLSW,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,XGS,XGS,B2303,2070,19,1373.1
AACC,2017,OCTOBER  ,DTZVIWS,DT2AJ0VKUGOBQAFDTH3BDL2VS0UHC4OUC3GNZOAZOFS,FBL,QDJPRHQEVIFUNUSXQN,XMT,ZZZ,ZZZ,DLJ,ENS,B2303,789,1,365.57
AACC,2017,OCTOBER  ,DTZVIWS,DT2AJ0VKUGOBQAFDTH3BDL2VS0UHC4OUC3GNZOAZOFS,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,XGS,XGS,B2303,108,3,145.44
AAAA,2017,SEPTEMBER,NVDHBLF,NVDHBH1ZNR0OZGSO12IFHMZNR01KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1549,1284,18,556.4
AAAA,2017,SEPTEMBER,NVDHBLF,NVDHBH1ZNR0OZGSO12IFHMZNR01KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1549,576,8,249.6
AAAA,2017,SEPTEMBER,NVDHBLF,NVDHBH1ZNR0OZGSO12IFHMZNR01KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1549,450,6,195
YYYY,2017,SEPTEMBER,DFQLMLF,DFQLMEJQD4WSZNGJMNBOOTJYDDMKEH,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,DLJ,RWCBA,9709,2706,4,811.8
AAAA,2017,SEPTEMBER,NVDHBLF,NVDHBH1ZNR0OZGSO12IFHMZNR01KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1536,480,6,208
AAAA,2017,NOVEMBER ,NVDHBLF,NVDHBH1ZNR0OZGSO12IFHMZNR01KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1536,375,5,170
AAAA,2017,SEPTEMBER,NVDHBLF,NVDHBH1ZNR0OZGSO12IFHMZNR01KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1536,900,12,390
AAAA,2017,SEPTEMBER,NVDHBLF,NVDHBH1ZNR0OZGSO12IFHMZNR01KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1536,600,8,260
AAAA,2017,SEPTEMBER,NVDHBLF,NVDHBH1ZNR0OZGSO12IFHMZNR01KTRVLXPOOMDT,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1536,375,5,162.5
AAAA,2017,SEPTEMBER,MFMKWLF,MFMKWQTNN4DJQSYBQZLZHU,ADT,FAWQNWRGXHRSCJZIQCW,ADT,ZZZ,ZZZ,MGK,ZXD3CNG,1544,1608,9,771.84
AACC,2017,OCTOBER  ,KJSIHWS,KJSIH0UQABV1TLIV1MAY0TZN4WJB3ZWERKMSBKLSW,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,SDF,B2303,510,9,236.3
AACC,2017,OCTOBER  ,KJSIHWS,KJSIH0UQABV1TLIV1MAY0TZN4WJB3ZWERKMSBKLSW,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,SDF,B2303,570,10,406.6
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1413,5,442.74
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1584,17,469.92
AAAA,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,ENS,B2303,10599,13,3144.369
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1194,4,374.12
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,3323,2205,24,690.9
AAAA,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,3882,12,1151.66
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,3323,5325,26,1579.75
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,2364,11,740.72
YYYY,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,XMT,ZZZ,ZZZ,DLJ,RWCBA,B2345,6063,100,1899.74
AAAA,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,2289,12,755.37
YYYY,2017,OCTOBER  ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,3000,14,890
YYYY,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,1860,6,582.8
AAAA,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,4191,33,1243.33
YYYY,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,792,5,300.96
YYYY,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,363,2,137.94
YYYY,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,ENS,B2303,6465,3,2133.45
YYYY,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,5262,50,1736.46
AAAA,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,2295,13,757.35
AAAA,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,3323,1884,6,621.72
YYYY,2017,NOVEMBER ,EPKTSWS,EPKTS0MNJWVUHK4KJYMSWMDRW0MSD40TSI4VLXPOOMDT,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2345,2022,4,802.06
YYYY,2017,OCTOBER  ,HLNLZWS,HLNL4OPIIGWJJ3OVTJYDDMKEH,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,3366,101,1391.28
YYYY,2017,OCTOBER  ,HLNLZWS,HLNL4OPIIGWJJ3OVTJYDDMKEH,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,4848,135,2003.84
AACC,2017,NOVEMBER ,HLNLZWS,HLNL4OPIIGWJJ3OVTJYDDMKEH,FBL,QDJPRHQEVIFUNUSXQN,FBL,ZZZ,ZZZ,DLJ,RWCBA,B2303,4608,128,1904.64
AACC,2017,OCTOBER  ,VPLAHPV,VPLAHUBMS4VEUSYBQZLZHU,JAM,JJMWVCWYPLSDMWDEINLYR,JAM,ZZZ,ZZZ,DLJ,RWCBA,B2345,22.5,1,2686
YYYY,2017,NOVEMBER ,GFHJZHD,OPFINWJJ3OOMHABFF2GFRVOSYBQZLZHU,RRG,BLMFQXFGXHRSCJZIQCW,RRG,ZZZ,ZZZ,MGK,MNX3FYL7ZXD,2654,570,10,514.9
YYYY,2017,NOVEMBER ,GFHJZHD,OPFINWJJ3OOMHABFF2GFRVOSYBQZLZHU,RRG,BLMFQXFGXHRSCJZIQCW,RRG,ZZZ,ZZZ,MGK,MNX3FYL7ZXD,2654,726,12,655.82
YYYY,2017,NOVEMBER ,HNHROCX,HNHROWFR3GNZ2COUHN3VDSZRSVLXPOOMDT,EAW,WREGNKKIZJQEAYOPBCLJ,EAW,ZZZ,ZZZ,DLJ,RWCBA,DLJ,3102,25,2522.96
AACC,2017,NOVEMBER ,HNHROCX,HNHROWFR3GNZ2COUHN3VDSZRSVLXPOOMDT,EAW,WREGNKKIZJQEAYOPBCLJ,EAW,ZZZ,ZZZ,DLJ,RWCBA,DLJ,18,1,80.84
YYYY,2017,NOVEMBER ,HNHROCX,HNHROWFR3GNZ2COUHN3VDSZRSVLXPOOMDT,EAW,WREGNKKIZJQEAYOPBCLJ,EAW,ZZZ,ZZZ,DLJ,RWCBA,DLJ,4041,33,3286.68
YYYY,2017,NOVEMBER ,HNHROCX,HNHROWFR3GNZ2COUHN3VDSZRSVLXPOOMDT,EAW,WREGNKKIZJQEAYOPBCLJ,EAW,ZZZ,ZZZ,DLJ,RWCBA,DLJ,2430,20,1976.4
YYYY,2017,NOVEMBER ,HNHROCX,HNHROWFR3GNZ2COUHN3VDSZRSVLXPOOMDT,EAW,WREGNKKIZJQEAYOPBCLJ,EAW,ZZZ,ZZZ,DLJ,RWCBA,DLJ,5448,45,4558.16
YYYY,2017,OCTOBER  ,GBLCCHH,GBLCC0FFYDW1KTRVLXPOOMDT,ZJA,BPQUGLOCWWHFYNHXB,ZJA,ZZZ,ZZZ,MGK,MNH3PXZ,1231,3615,240,25305
YYYY,2017,OCTOBER  ,YFMUGHH,YFMUG0JMTSUOZTWROZL4WSZNGSPQTGNZOAZOFS,ZJA,BPQUGLOCWWHFYNHXB,ZJA,ZZZ,ZZZ,MGK,MNH3PXZ7ENS,1231,6708,1,46956
YYYY,2017,OCTOBER  ,YFMUGHH,YFMUG0JMTSUOZTWROZL4WSZNGSPQTGNZOAZOFS,ZJA,BPQUGLOCWWHFYNHXB,ZJA,ZZZ,ZZZ,MGK,MNH3PXZ7ENS,1231,7656,1,53592
YYYY,2017,OCTOBER  ,DMZFWHH,SBMAZSJMA4ZPQLR0UQABVQNRH0FFYDWTJYDDMKEH,ZJA,BPQUGLOCWWHFYNHXB,ZJA,ZZZ,ZZZ,MGK,ENS3CND7ZXD,1231,3000,1,21000
AABB,2017,OCTOBER  ,DMZFWHH,SBMAZSJMA4ZPQLR0UQABVQNRH0FFYDWTJYDDMKEH,ZJA,BPQUGLOCWWHFYNHXB,ZJA,ZZZ,ZZZ,MGK,ENS3PXZ7MNH,1231,3000,1,21000
YYYY,2017,SEPTEMBER,DMMARHH,DMMARD1BAFJP2SSUWHCSV1MIGVLXPOOMDT,ZJA,BPQUGLOCWWHFYNHXB,ZJA,ZZZ,ZZZ,MGK,MNH3PXZ,1231,4800,240,20800
AACC,2017,OCTOBER  ,GIKDOHH,GIK3RDOYAG0BHR4DOC3CFFZNGNZOAZOFS,ZJA,BPQUGLOCWWHFYNHXB,ZJA,ZZZ,ZZZ,DLJ,RWCBA,B2303,60,1,1304
YYYY,2017,OCTOBER  ,DNSROES,DNSROQT2LCJJRTWFB2LHGBRKMSBKLSW,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,ENS,B2303,5718,4,2191.9
YYYY,2017,SEPTEMBER,FSZFHES,FSZFH0NTLHLNNDOO1KTRDTJYDDMKEH,PJG,YASEVUQEVIFUNUSXQN,SLH,ZZZ,ZZZ,DLJ,DLJ,8834,69,1,450
YYYY,2017,SEPTEMBER,GGWLUES,GGW3ZRHHSHLDZ3WQUDRBDDHOBDM2LHGBRKMSBKLSW,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,1839,40,950.15
YYYY,2017,SEPTEMBER,DMMARHH,DMMARD1BAFJP2SSUWHCSV1MIGVLXPOOMDT,ZJA,BPQUGLOCWWHFYNHXB,ZJA,ZZZ,ZZZ,MGK,MNH3PXZ,1231,3246,220,22722
YYYY,2017,OCTOBER  ,QVDAMDS,QVDVCV1ZYFHT2COUHN3G0B2SYBQZLZHU,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,MGK,ENS3PXZ7MNH,B2365,5760,4,3379.2
YYYY,2017,NOVEMBER ,KFKLADS,KFKLADOM3KRSKDKLED3ZRHHSHLDR3GD1RKMSBKLSW,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,MGK,ENS3CND7ZXD,1231,1242,1,1072.26
YYYY,2017,NOVEMBER ,KFKLADS,KFKLADOM3KRSKDKLED3ZRHHSHLDR3GD1RKMSBKLSW,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,MGK,ENS3CND7ZXD,1231,1266,1,1092.98
YYYY,2017,OCTOBER  ,QVDAMDS,QVDVCV1ZYFHT2COUHN3G0B2SYBQZLZHU,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,MGK,MNE3VLS7ENS3PXZ,1835,2931,2,1719.52
YYYY,2017,OCTOBER  ,QVDAMDS,QVDVCV1ZYFHT2COUHN3G0B2SYBQZLZHU,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,MGK,ENS3PXZ7MNH,1635,7200,5,4944
YYYY,2017,OCTOBER  ,SSNDSDS,SSNDSAQN3WQUDRBDDHOBDM2SFOTJYDDMKEH,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,MGK,ENS3PXZ7MNH,B2365,4320,3,2966.4
YYYY,2017,NOVEMBER ,SSNDSDS,SSNDSAQN3WQUDRBDDHOBDM2SFOTJYDDMKEH,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,MGK,ENS3PXZ7MNH,1601,3618,2,2484.36
AAAA,2017,NOVEMBER ,SSNDSDS,SSNDSAQN3WQUDRBDDHOBDM2SFOTJYDDMKEH,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,DLJ,ENS,2436,4890,5,2021.2
YYYY,2017,NOVEMBER ,QVDAMDS,QVDVCV1ZYFHT2COUHN3G0B2SYBQZLZHU,YDW,XAYJACWRXLSDMWDEINLYR,BIW,ZZZ,ZZZ,MGK,ENS3PXZ7MNH,1635,1500,1,1030
AACC,2017,OCTOBER  ,VBECCFI,EPKLCUF2LCJJRTWFT2SILTRE4VBRKMSBKLSW,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,ZZZ,DLJ,RWCBA,0700,1638,6,1086.55
AACC,2017,OCTOBER  ,VBECCFI,EPKLCUF2LCJJRTWFT2SILTRE4VBRKMSBKLSW,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,ZZZ,DLJ,SJD,B2303,1012.5,25,1397.25
AACC,2017,NOVEMBER ,VBECCFI,EPKLCUF2LCJJRTWFT2SILTRE4VBRKMSBKLSW,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,ZZZ,SJD,SJD,B2303,64.5,1,173.01
AACC,2017,OCTOBER  ,VBECCFI,EPKLCUF2LCJJRTWFT2SILTRE4VBRKMSBKLSW,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,ZZZ,DLJ,RWCBA,0700,466.5,8,309.45
AACC,2017,OCTOBER  ,VBECCFI,EPKLCUF2LCJJRTWFT2SILTRE4VBRKMSBKLSW,DES,PFAYMNFPXWVHNHNRMJDJGCS,DES,ZZZ,ZZZ,DLJ,SJD,B2303,33,2,171.55
YYYY,2017,NOVEMBER ,GGWLUES,GGW3ZRHHSHLDZ3WQUDRBDDHOBDM2LHGBRKMSBKLSW,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,2568,53,1326.8
YYYY,2017,OCTOBER  ,GGWLUES,GGW3ZRHHSHLDZ3WQUDRBDDHOBDM2LHGBRKMSBKLSW,ORG,YASEVUQEVIFUNUSXQN,DRY,ZZZ,ZZZ,DLJ,RWCBA,3545,4284,44,1642.2
YYYY,2017,NOVEMBER ,GGWLUES,GGW3ZRHHSHLDZ3WQUDRBDDHOBDM2LHGBRKMSBKLSW,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,1950,48,1007.5
AACC,2017,NOVEMBER ,LMRCOES,LMR3QDSFO4WSZNGSPQTSV1HNHO1KTRDTJYDDMKEH,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,ENS,B2303,2269.5,3,1323.881
YYYY,2017,NOVEMBER ,DJQCOES,DJQ3QDSFO4UFBITH1KTRDTJYDDMKEH,ORG,YASEVUQEVIFUNUSXQN,CXJ,ZZZ,ZZZ,DLJ,XEA3PAH,2258,300,5,535
YYYY,2017,NOVEMBER ,PBQCCES,PBQCCV1CEGSBBHCV1ZDIDODIFRT2LHGBRKMSBKLSW,JJG,YASEVUQEVIFUNUSXQN,JJG,ZZZ,ZZZ,DLJ,XEA3PAH,2258,540,7,1197
AACC,2017,NOVEMBER ,QVMOTES,QVMO4IFQRSLSZ3QDSFAG0TJYDDMKEH,MXS,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,172.5,5,198.38
AACC,2017,NOVEMBER ,QVMOTES,QVMO4IFQRSLSZ3QDSFAG0TJYDDMKEH,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,300,2,205
YYYY,2017,NOVEMBER ,BVREZES,BVREB0MNGWVUHCG0EN3PUBRIZVLXPOOMDT,PJG,YASEVUQEVIFUNUSXQN,ZFT,ZZZ,ZZZ,DLJ,RWCBA,B2303,300,4,218
YYYY,2017,NOVEMBER ,HYBCSES,G1KOU0CQAGLM2ODHSZDCU1KOULTSIQR1LUZVLXPOOMDT,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,3319.5,53,1659.75
YYYY,2017,OCTOBER  ,GGWLUES,GGW3ZRHHSHLDZ3WQUDRBDDHOBDM2LHGBRKMSBKLSW,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,1348.5,31,696.73
YYYY,2017,OCTOBER  ,GGWLUES,GGW3ZRHHSHLDZ3WQUDRBDDHOBDM2LHGBRKMSBKLSW,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,1284,32,663.4
YYYY,2017,OCTOBER  ,PBQCCES,PBQCCV1CEGSBBHCV1ZDIDODIFRT2LHGBRKMSBKLSW,ORG,YASEVUQEVIFUNUSXQN,JJG,ZZZ,ZZZ,DLJ,XEA3PAH,2258,375,5,831.25
AACC,2017,OCTOBER  ,QVMOTES,QVMO4IFQRSLSZ3QDSFAG0TJYDDMKEH,PJG,YASEVUQEVIFUNUSXQN,DAM,ZZZ,ZZZ,DLJ,RWCBA,B2303,300,2,205
YYYY,2017,NOVEMBER ,QVMOTES,QVMO4IFQRSLSZ3QDSFAG0TJYDDMKEH,MXS,YASEVUQEVIFUNUSXQN,MXS,ZZZ,ZZZ,DLJ,RWCBA,B2303,366,7,267.18
